Address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"805 BONNIE BRAE DR CORAOPOLIS PA 15108",40.544638,-80.241396,1,rooftop,805,"Bonnie Brae Dr",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"707 BONNIE BRAE DR CORAOPOLIS PA 15108",40.544186,-80.241426,1,rooftop,707,"Bonnie Brae Dr",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"108 DEER VALLEY DR SEWICKLEY PA 15143",40.570266,-80.106337,1,rooftop,108,"Deer Valley Dr",,,Sewickley,PA,"Allegheny County",15143,US,Allegheny
"1606 ROYAL OAK DR SEWICKLEY PA 15143",40.571747,-80.100463,1,rooftop,1606,"Royal Oak Dr",,,Sewickley,PA,"Allegheny County",15143,US,Allegheny
"1659 STURBRIDGE DR SEWICKLEY PA 15143",40.577212,-80.089753,1,rooftop,1659,"Sturbridge Dr",,,Sewickley,PA,"Allegheny County",15143,US,Allegheny
"2324 WALRUTH LN SEWICKLEY PA 15143",40.577578,-80.084082,1,rooftop,2324,"Walruth Ln",,,Sewickley,PA,"Allegheny County",15143,US,Allegheny
"4443 LAUREL OAK DR ALLISON PARK PA 15101",40.578009,-79.978165,1,rooftop,4443,"Laurel Oak Dr",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"4310 HEMLOCK CIR ALLISON PARK PA 15101",40.576941,-79.978943,1,rooftop,4310,"Hemlock Cir",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"902 RAYMOND DR OAKDALE PA 15071",40.425713,-80.24575,1,rooftop,902,"Raymond Dr",,,Oakdale,PA,"Allegheny County",15071,US,Allegheny
"113 HERITAGE DR OAKDALE PA 15071",40.424859,-80.243224,1,rooftop,113,"Heritage Dr",,,Oakdale,PA,"Allegheny County",15071,US,Allegheny
"804 RAYMOND DR OAKDALE PA 15071",40.425694,-80.244594,1,rooftop,804,"Raymond Dr",,,Oakdale,PA,"Allegheny County",15071,US,Allegheny
"102 BONNIE BRAE DR CORAOPOLIS PA 15108",40.545583,-80.240756,1,rooftop,102,"Bonnie Brae Dr",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"1100 HARROW HILL CT CORAOPOLIS PA 15108",40.545188,-80.233293,1,rooftop,1100,"Harrow Hill Ct",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"1722 STURBRIDGE DR SEWICKLEY PA 15143",40.569558,-80.086371,1,rooftop,1722,"Sturbridge Dr",,,Sewickley,PA,"Allegheny County",15143,US,Allegheny
"1524 INGOMAR HEIGHTS RD PITTSBURGH PA 15237",40.578521,-80.071837,1,range_interpolation,1524,"Ingomar Heights Rd",,,Pittsburgh,PA,"Allegheny County",15237,US,"TIGER/Line® dataset from the US Census Bureau"
"4380 WINCHESTER DR ALLISON PARK PA 15101",40.577979,-79.975686,1,rooftop,4380,"Winchester Dr",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"4228 MONTRACHET CT ALLISON PARK PA 15101",40.570543,-79.982465,1,rooftop,4228,"Montrachet Ct",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"4236 MONTRACHET CT ALLISON PARK PA 15101",40.570054,-79.982194,1,rooftop,4236,"Montrachet Ct",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"502 RAYMOND DR OAKDALE PA 15071",40.425378,-80.244866,1,rooftop,502,"Raymond Dr",,,Oakdale,PA,"Allegheny County",15071,US,Allegheny
"140 VILLAGE CIR OAKDALE PA 15071",40.424702,-80.240693,1,rooftop,140,"Village Cir",,,Oakdale,PA,"Allegheny County",15071,US,Allegheny
"1051 CREST DR CRESCENT PA 15046",40.557993,-80.240563,1,rooftop,1051,"Crest Dr",,,Crescent,PA,"Allegheny County",15046,US,Allegheny
"1036 CREST DR CRESCENT PA 15046",40.559487,-80.241285,1,rooftop,1036,"Crest Dr",,,Crescent,PA,"Allegheny County",15046,US,Allegheny
"1146 MARBLE DR CRESCENT PA 15046",40.556348,-80.246165,1,rooftop,1146,"Marble Dr",,,Crescent,PA,"Allegheny County",15046,US,Allegheny
"1170 MARBLE DR CRESCENT PA 15046",40.557538,-80.248348,1,rooftop,1170,"Marble Dr",,,Crescent,PA,"Allegheny County",15046,US,Allegheny
"1572 CRESTVIEW DR PITTSBURGH PA 15237",40.57356,-80.075297,1,rooftop,1572,"Crestview Dr",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"2298 COLONY CT PITTSBURGH PA 15237",40.574177,-80.067751,1,rooftop,2298,"Colony Ct",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"1642 OAKLEAF LN PITTSBURGH PA 15237",40.571851,-80.080322,1,rooftop,1642,"Oakleaf Ln",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"1118 TAMARACK LN PITTSBURGH PA 15237",40.577072,-80.063353,1,rooftop,1118,"Tamarack Ln",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"1130 TAMARACK LN PITTSBURGH PA 15237",40.577122,-80.064038,1,rooftop,1130,"Tamarack Ln",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"2505 ROYALVIEW DR ALLISON PARK PA 15101",40.578389,-79.965787,1,rooftop,2505,"Royalview Dr",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"4201 TANGLEWOOD DR ALLISON PARK PA 15101",40.572097,-79.966559,1,rooftop,4201,"Tanglewood Dr",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"202 STARK AVE IMPERIAL PA 15126",40.451887,-80.244038,1,rooftop,202,"Stark Ave",,,Imperial,PA,"Allegheny County",15126,US,Allegheny
"1713 BRODHEAD RD CORAOPOLIS PA 15108",40.551027,-80.245931,1,rooftop,1713,"Brodhead Rd",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"9365 HILLIARD RD PITTSBURGH PA 15237",40.577485,-80.063347,1,rooftop,9365,"Hilliard Rd",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"301 OLDE INGOMAR CT PITTSBURGH PA 15237",40.578477,-80.059037,1,rooftop,301,"Olde Ingomar Ct",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"502 OLDE INGOMAR CT PITTSBURGH PA 15237",40.578735,-80.059678,1,rooftop,502,"Olde Ingomar Ct",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"2 OXFORD CT PITTSBURGH PA 15237",40.577396,-80.055627,1,rooftop,2,"Oxford Ct",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"2590 HARLO DR ALLISON PARK PA 15101",40.571768,-79.962419,1,rooftop,2590,"Harlo Dr",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"2684 POINTVIEW DR ALLISON PARK PA 15101",40.569577,-79.955844,1,rooftop,2684,"Pointview Dr",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"2918 KILCAIRN LN ALLISON PARK PA 15101",40.578236,-79.943141,1,rooftop,2918,"Kilcairn Ln",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"4334 CLAREVILLE DR ALLISON PARK PA 15101",40.577862,-79.944323,1,rooftop,4334,"Clareville Dr",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"3097 HENRICH FARM LN ALLISON PARK PA 15101",40.575926,-79.937871,1,rooftop,3097,"Henrich Farm Ln",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"837 PONDEROSA DR IMPERIAL PA 15126",40.46175,-80.243586,1,rooftop,837,"Ponderosa Dr",,,Imperial,PA,"Allegheny County",15126,US,Allegheny
"3 MAIN ST AMBRIDGE PA 15003",40.577771,-80.220012,1,rooftop,3,"Main St",,,Ambridge,PA,"Allegheny County",15003,US,Allegheny
"9 BEECH ST AMBRIDGE PA 15003",40.579065,-80.219009,1,rooftop,9,"Beech St",,,Ambridge,PA,"Allegheny County",15003,US,Allegheny
"9356 TIMBER TRL PITTSBURGH PA 15237",40.576537,-80.065345,1,rooftop,9356,"Timber Trl",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"3079 HENRICH FARM LN ALLISON PARK PA 15101",40.575561,-79.938928,1,rooftop,3079,"Henrich Farm Ln",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"4245 OLD NEW ENGLAND RD ALLISON PARK PA 15101",40.57299,-79.942516,1,rooftop,4245,"Old New England Rd",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"3047 CANTERBURY DR ALLISON PARK PA 15101",40.573932,-79.93384,1,rooftop,3047,"Canterbury Dr",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"3064 CANTERBURY DR ALLISON PARK PA 15101",40.574386,-79.935042,1,rooftop,3064,"Canterbury Dr",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"1005 ASPEN DR IMPERIAL PA 15126",40.4585,-80.245006,1,rooftop,1005,"Aspen Dr",,,Imperial,PA,"Allegheny County",15126,US,Allegheny
"502 PAPPAN DR IMPERIAL PA 15126",40.458049,-80.239409,1,rooftop,502,"Pappan Dr",,,Imperial,PA,"Allegheny County",15126,US,Allegheny
"102 OAKWOOD LN IMPERIAL PA 15126",40.455944,-80.241493,1,rooftop,102,"Oakwood Ln",,,Imperial,PA,"Allegheny County",15126,US,Allegheny
"0 MONROE WAY LEETSDALE PA 15056",40.570347,-80.218173,0.6,street_center,,"Monroe Way",,,Leetsdale,PA,"Allegheny County",15056,US,"TIGER/Line® dataset from the US Census Bureau"
"182 OAK ST AMBRIDGE PA 15003",40.578736,-80.215499,1,rooftop,182,"Oak St",,,Ambridge,PA,"Allegheny County",15003,US,Allegheny
"34 WATSON ST SEWICKLEY PA 15143",40.577485,-80.206275,1,rooftop,34,"Watson St",,,Sewickley,PA,"Allegheny County",15143,US,Allegheny
"9320 HARMONY DR PITTSBURGH PA 15237",40.574078,-80.053945,1,rooftop,9320,"Harmony Dr",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"2225 POOR RICHARDS LN PITTSBURGH PA 15237",40.570933,-80.066178,1,rooftop,2225,"Poor Richards Ln",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"3216 HENRICH FARM LN ALLISON PARK PA 15101",40.574246,-79.92892,1,rooftop,3216,"Henrich Farm Ln",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"118 OAKWOOD LN IMPERIAL PA 15126",40.45532,-80.240439,1,rooftop,118,"Oakwood Ln",,,Imperial,PA,"Allegheny County",15126,US,Allegheny
"108 OAKWOOD LN IMPERIAL PA 15126",40.456056,-80.240887,1,rooftop,108,"Oakwood Ln",,,Imperial,PA,"Allegheny County",15126,US,Allegheny
"136 PILGRIM DR SEWICKLEY PA 15143",40.572019,-80.207271,1,rooftop,136,"Pilgrim Dr",,,Sewickley,PA,"Allegheny County",15143,US,Allegheny
"108 COLONIAL DR SEWICKLEY PA 15143",40.571088,-80.21165,1,rooftop,108,"Colonial Dr",,,Sewickley,PA,"Allegheny County",15143,US,Allegheny
"9019 HARMONY DR PITTSBURGH PA 15237",40.57047,-80.052558,1,rooftop,9019,"Harmony Dr",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"435 ALMAR DR PITTSBURGH PA 15237",40.578343,-80.047418,1,rooftop,435,"Almar Dr",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"3691 SAXONBURG BLVD PITTSBURGH PA 15238",40.573098,-79.893045,1,rooftop,3691,"Saxonburg Blvd",,,Pittsburgh,PA,"Allegheny County",15238,US,Allegheny
"3684 SAXONBURG BLVD PITTSBURGH PA 15238",40.571506,-79.893269,1,rooftop,3684,"Saxonburg Blvd",,,Pittsburgh,PA,"Allegheny County",15238,US,Allegheny
"717 HEATHERGATE DR PITTSBURGH PA 15238",40.579324,-79.881045,1,rooftop,717,"Heathergate Dr",,,Pittsburgh,PA,"Allegheny County",15238,US,Allegheny
"202 BURWICK CT PITTSBURGH PA 15238",40.57783,-79.879017,1,rooftop,202,"Burwick Ct",,,Pittsburgh,PA,"Allegheny County",15238,US,Allegheny
"114 DUNEDIN DR CHESWICK PA 15024",40.574765,-79.879912,1,rooftop,114,"Dunedin Dr",,,Cheswick,PA,"Allegheny County",15024,US,Allegheny
"115 LENOX DR IMPERIAL PA 15126",40.454095,-80.237447,1,rooftop,115,"Lenox Dr",,,Imperial,PA,"Allegheny County",15126,US,Allegheny
"240 MOHAWK DR MC KEESPORT PA 15135",40.288911,-79.804802,1,rooftop,240,"Mohawk Dr",,,McKeesport,PA,"Allegheny County",15135,US,Allegheny
"1890 RIGGS RD SOUTH PARK PA 15129",40.289454,-79.984877,1,rooftop,1890,"Riggs Rd",,,"South Park",PA,"Allegheny County",15129,US,Allegheny
"1410 TIMBERIDGE DR BETHEL PARK PA 15102",40.298021,-80.031238,1,rooftop,1410,"Timberidge Dr",,,"Bethel Park",PA,"Allegheny County",15102,US,Allegheny
"406 REVERE DR MONROEVILLE PA 15146",40.451454,-79.764992,1,rooftop,406,"Revere Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"415 COLONIAL DR MONROEVILLE PA 15146",40.452909,-79.76634,1,rooftop,415,"Colonial Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"446 BLACKBERRY DR MONROEVILLE PA 15146",40.452847,-79.758801,1,rooftop,446,"Blackberry Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"633 INDEPENDENCE DR CLAIRTON PA 15025",40.287774,-79.891444,1,rooftop,633,"Independence Dr",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"111 TIMBERIDGE DR BETHEL PARK PA 15102",40.295274,-80.030844,1,rooftop,111,"Timberidge Dr",,,"Bethel Park",PA,"Allegheny County",15102,US,Allegheny
"1202 TIMBERIDGE DR BETHEL PARK PA 15102",40.297262,-80.030917,1,rooftop,1202,"Timberidge Dr",,,"Bethel Park",PA,"Allegheny County",15102,US,Allegheny
"1204 TIMBERIDGE DR BETHEL PARK PA 15102",40.297298,-80.030933,1,rooftop,1204,"Timberidge Dr",,,"Bethel Park",PA,"Allegheny County",15102,US,Allegheny
"1400 TIMBERIDGE DR BETHEL PARK PA 15102",40.297823,-80.031149,1,rooftop,1400,"Timberidge Dr",,,"Bethel Park",PA,"Allegheny County",15102,US,Allegheny
"511 TIMBERIDGE DR BETHEL PARK PA 15102",40.296163,-80.030951,1,rooftop,511,"Timberidge Dr",,,"Bethel Park",PA,"Allegheny County",15102,US,Allegheny
"503 TIMBERIDGE DR BETHEL PARK PA 15102",40.295998,-80.030919,1,rooftop,503,"Timberidge Dr",,,"Bethel Park",PA,"Allegheny County",15102,US,Allegheny
"402 WOODHAVEN DR MONROEVILLE PA 15146",40.450172,-79.763067,1,rooftop,402,"Woodhaven Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"344 WOODHAVEN DR MONROEVILLE PA 15146",40.448829,-79.764376,1,rooftop,344,"Woodhaven Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"519 BEATTY RD MONROEVILLE PA 15146",40.449673,-79.759741,1,rooftop,519,"Beatty Rd",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"523 BEATTY RD MONROEVILLE PA 15146",40.449861,-79.759392,1,rooftop,523,"Beatty Rd",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"1412 GILMORE DR CLAIRTON PA 15025",40.293744,-79.904489,1,rooftop,1412,"Gilmore Dr",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"1516 GILMORE DR CLAIRTON PA 15025",40.293877,-79.906832,1,rooftop,1516,"Gilmore Dr",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"1551 GILMORE DR CLAIRTON PA 15025",40.292323,-79.908313,1,rooftop,1551,"Gilmore Dr",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"334 CENTER RD MONROEVILLE PA 15146",40.42118,-79.7881,1,place,,,,,Monroeville,PA,"Allegheny County",15146,US,"TIGER/Line® dataset from the US Census Bureau"
"206 MCMASTERS DR MONROEVILLE PA 15146",40.441754,-79.763505,1,rooftop,206,"McMasters Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"228 MCMASTERS DR MONROEVILLE PA 15146",40.443069,-79.765008,1,rooftop,228,"McMasters Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"1263 LOYAL DR CLAIRTON PA 15025",40.290794,-79.901348,1,rooftop,1263,"Loyal Dr",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"134 CAMBRIA HILL DR TARENTUM PA 15084",40.57374,-79.782206,1,rooftop,134,"Cambria Hill Dr",,,Tarentum,PA,"Allegheny County",15084,US,Allegheny
"182 CAMBRIA HILL DR TARENTUM PA 15084",40.573779,-79.781614,1,rooftop,182,"Cambria Hill Dr",,,Tarentum,PA,"Allegheny County",15084,US,Allegheny
"437 BAYHILL DR MONROEVILLE PA 15146",40.44306,-79.750194,1,rooftop,437,"Bayhill Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"225 OLD HAYMAKER RD MONROEVILLE PA 15146",40.440627,-79.755346,1,rooftop,225,"Old Haymaker Rd",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"221 SHACKELFORD DR MONROEVILLE PA 15146",40.440577,-79.750523,1,rooftop,221,"Scott Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"231 BRICKYARD RD CLAIRTON PA 15025",40.287969,-79.919404,1,rooftop,231,"Brickyard Rd",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"715 STATE ST NEW KENSINGTON PA 15068",40.546535,-79.756685,1,rooftop,715,"State St",,,"New Kensington",PA,"Allegheny County",15068,US,Allegheny
"4209 IVANHOE DR MONROEVILLE PA 15146",40.435465,-79.761676,1,rooftop,4209,"Ivanhoe Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"323 VICTORIA DR MONROEVILLE PA 15146",40.429347,-79.766302,1,rooftop,323,"Victoria Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"133 WALLACE DR MONROEVILLE PA 15146",40.427212,-79.764384,1,rooftop,133,"Wallace Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"402 MALCOLM CT MONROEVILLE PA 15146",40.426594,-79.761453,1,rooftop,402,"Malcolm Ct",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"2238 SWALLOW HILL RD MC KEESPORT PA 15135",40.291292,-79.824105,1,rooftop,2238,"Swallow Hill Rd",,,McKeesport,PA,"Allegheny County",15135,US,Allegheny
"70 DUNCAN STATION RD MC KEESPORT PA 15135",40.291982,-79.816619,1,rooftop,70,"Duncan Station Rd",,,McKeesport,PA,"Allegheny County",15135,US,Allegheny
"0 WATERMAN RD CLAIRTON PA 15025",40.299535,-79.962366,0.6,street_center,,"Waterman Rd",,,Clairton,PA,"Allegheny County",15025,US,"TIGER/Line® dataset from the US Census Bureau"
"201 SHEARER RD NEW KENSINGTON PA 15068",40.522678,-79.765304,1,rooftop,201,"Shearer Rd",,,"New Kensington",PA,"Allegheny County",15068,US,Allegheny
"109 CHERRYWOOD DR NEW KENSINGTON PA 15068",40.51886,-79.762746,1,rooftop,109,"Cherrywood Dr",,,"New Kensington",PA,"Allegheny County",15068,US,Allegheny
"205 VILLA MANOR DR MONROEVILLE PA 15146",40.428544,-79.761525,1,rooftop,205,"Villa Manor Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"404 SPRING RUN DR MONROEVILLE PA 15146",40.424789,-79.7616,1,rooftop,404,"Spring Run Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"601 SPRING RUN DR MONROEVILLE PA 15146",40.424059,-79.760892,1,rooftop,601,"Spring Run Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"220 PIERCE RD ELIZABETH PA 15037",40.288221,-79.842503,1,rooftop,220,"Pierce Rd",,,Elizabeth,PA,"Allegheny County",15037,US,Allegheny
"7116 LEECHBURG RD NEW KENSINGTON PA 15068",40.517309,-79.761835,1,rooftop,7116,"Leechburg Rd",,,"New Kensington",PA,"Allegheny County",15068,US,Allegheny
"773 GLENGARRY CT PITTSBURGH PA 15239",40.502099,-79.755307,1,rooftop,773,"Glengarry Ct",,,Pittsburgh,PA,"Allegheny County",15239,US,Allegheny
"2513 HAYMAKER RD MONROEVILLE PA 15146",40.423197,-79.750598,1,rooftop,2513,"Haymaker Rd",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"1161 HARVARD RD MONROEVILLE PA 15146",40.419506,-79.754407,1,rooftop,1161,"Harvard Rd",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"1160 SAINT VINCENT DR MONROEVILLE PA 15146",40.420103,-79.754313,1,rooftop,1160,"St Vincent Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"536 3RD ST CLAIRTON PA 15025",40.293633,-79.881244,1,rooftop,536,"3rd St",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"1505 N RANDOLPH DR CLAIRTON PA 15025",40.287579,-79.959762,1,rooftop,1505,"N Randolph Dr",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"351 GREENE DR CLAIRTON PA 15025",40.296938,-79.971018,1,rooftop,351,"Greene Dr",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"353 GREENE DR CLAIRTON PA 15025",40.297078,-79.971194,1,rooftop,353,"Greene Dr",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"1149 HARVARD RD MONROEVILLE PA 15146",40.418351,-79.755338,1,rooftop,1149,"Harvard Rd",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"1258 CATALINA DR MONROEVILLE PA 15146",40.416976,-79.75112,1,rooftop,1258,"Catalina Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"1165 PRINCETON RD MONROEVILLE PA 15146",40.417259,-79.753232,1,rooftop,1165,"Princeton Rd",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"1174 LASALLE RD MONROEVILLE PA 15146",40.418729,-79.751279,1,rooftop,1174,"Lasalle Rd",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"1 PIN OAK CT PITTSBURGH PA 15239",40.495449,-79.75683,1,rooftop,1,"Pin Oak Ct",,,Pittsburgh,PA,"Allegheny County",15239,US,Allegheny
"1420 GREENDALE DR PITTSBURGH PA 15239",40.494269,-79.76179,1,rooftop,1420,"Greendale Dr",,,Pittsburgh,PA,"Allegheny County",15239,US,Allegheny
"586 OLD LEECHBURG RD PITTSBURGH PA 15239",40.493006,-79.761508,1,rooftop,586,"Old Leechburg Rd",,,Pittsburgh,PA,"Allegheny County",15239,US,Allegheny
"604 OLD LEECHBURG RD PITTSBURGH PA 15239",40.493496,-79.759763,1,rooftop,604,"Old Leechburg Rd",,,Pittsburgh,PA,"Allegheny County",15239,US,Allegheny
"319 JACKSON RD PITTSBURGH PA 15239",40.489889,-79.765927,1,rooftop,319,"Jackson Rd",,,Pittsburgh,PA,"Allegheny County",15239,US,Allegheny
"1262 NORTHWESTERN DR MONROEVILLE PA 15146",40.41607,-79.750349,1,rooftop,1262,"Northwestern Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"1260 NORTHWESTERN DR MONROEVILLE PA 15146",40.416265,-79.750187,1,rooftop,1260,"Northwestern Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"1004 HARVARD RD MONROEVILLE PA 15146",40.411936,-79.753811,1,rooftop,1004,"Harvard Rd",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"745 HORTON ST CLAIRTON PA 15025",40.288054,-79.881796,1,rooftop,745,"Horton St",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"219 BARON AVE CLAIRTON PA 15025",40.287669,-79.87899,1,rooftop,219,"Baron Ave",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"336 GREENE DR CLAIRTON PA 15025",40.29601,-79.969073,1,rooftop,336,"Greene Dr",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"1210 BARNSTAPLE DR SOUTH PARK PA 15129",40.293259,-79.982802,1,rooftop,1210,"Barnstaple Dr",,,"South Park",PA,"Allegheny County",15129,US,Allegheny
"2497 RIDGE RD SOUTH PARK PA 15129",40.294699,-79.983064,1,rooftop,2497,"Ridge Rd",,,"South Park",PA,"Allegheny County",15129,US,Allegheny
"1265 BARNSTAPLE DR SOUTH PARK PA 15129",40.29273,-79.979323,1,rooftop,1265,"Barnstaple Dr",,,"South Park",PA,"Allegheny County",15129,US,Allegheny
"410 ROBERTS RD PITTSBURGH PA 15239",40.488112,-79.761273,1,rooftop,410,"Roberts Rd",,,Pittsburgh,PA,"Allegheny County",15239,US,Allegheny
"141 BEECH RD PITTSBURGH PA 15239",40.486754,-79.751569,1,rooftop,141,"Beech Rd",,,Pittsburgh,PA,"Allegheny County",15239,US,Allegheny
"926 HARVARD RD MONROEVILLE PA 15146",40.410092,-79.757684,1,rooftop,926,"Harvard Rd",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"927 HARVARD RD MONROEVILLE PA 15146",40.410495,-79.757921,1,rooftop,927,"Harvard Rd",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"2174 GRANDVIEW AVE MONROEVILLE PA 15146",40.408196,-79.766223,1,rooftop,2174,"Grandview Ave",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"102 SHADY DR CLAIRTON PA 15025",40.293352,-79.895559,1,rooftop,102,"Shady Dr",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"1920 KIRKBY DR SOUTH PARK PA 15129",40.287884,-79.983023,1,rooftop,1920,"Kirkby Dr",,,"South Park",PA,"Allegheny County",15129,US,Allegheny
"567 CENTER HILL RD PITTSBURGH PA 15239",40.483674,-79.738073,1,place,,,,,Pittsburgh,PA,"Allegheny County",15239,US,"TIGER/Line® dataset from the US Census Bureau"
"351 COLEMAN DR MONROEVILLE PA 15146",40.406451,-79.752622,1,rooftop,351,"Coleman Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"2114 PENDLETON DR MONROEVILLE PA 15146",40.40516,-79.750007,1,rooftop,2114,"Pendleton Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"122 MAYBERRY DR MONROEVILLE PA 15146",40.402264,-79.755178,1,rooftop,122,"Mayberry Dr",,,Monroeville,PA,"Allegheny County",15146,US,Allegheny
"613 6TH ST CLAIRTON PA 15025",40.292949,-79.887899,1,rooftop,613,"6th St",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"718 WADDELL AVE CLAIRTON PA 15025",40.294461,-79.889775,1,rooftop,718,"Waddell Ave",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"627 WADDELL AVE CLAIRTON PA 15025",40.294493,-79.88812,1,rooftop,627,"Waddell Ave",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"509 HALCOMB AVE CLAIRTON PA 15025",40.292424,-79.886196,1,rooftop,509,"Halcomb Ave",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"523 HALCOMB AVE CLAIRTON PA 15025",40.292509,-79.886626,1,rooftop,523,"Halcomb Ave",,,Clairton,PA,"Allegheny County",15025,US,Allegheny
"1389 ROYAL PARK BLVD SOUTH PARK PA 15129",40.28848,-79.973603,1,rooftop,1389,"Royal Park Blvd",,,"South Park",PA,"Allegheny County",15129,US,Allegheny
"1345 ROYAL PARK BLVD SOUTH PARK PA 15129",40.288174,-79.970826,1,rooftop,1345,"Royal Park Blvd",,,"South Park",PA,"Allegheny County",15129,US,Allegheny
